hotel_name,hotel_cityname,hotel_countryname,hotel_starrating,hotel_price,hotel_amenities,hotel_description
Hyatt Regency Sydney,Sydney,australia,4.0,"11,935","Childcare Services,Free Wi-Fi,Free Parking",This 5 Star Hotel in Sydney is located in Sydney City . Full Address of property is 161 Sussex Street (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking .
Ryals Hotel Broadway,Sydney,australia,4.0,"10,333","Free Wi-Fi,Restaurant,",Location of the Hotel is Chippendale View On Map ( 253 Broadway ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Restaurant & Elevator/Lift .
"Metro Aspire Hotel, Sydney",Sydney,australia,4.0,"5,824","Free Wi-Fi,Free Parking,Restaurant",This 4 Star Hotel in Sydney is located in Chinatown . Full Address of property is 383-389 Bulwara Road (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant .
Novotel Sydney Darling Square,Sydney,australia,4.0,"7,445","Childcare Services,Free Wi-Fi,Free Parking","Location of the Hotel is Darling Harbour View On Map ( 17 Little Pier Street, Pincode- 2000, Sydney, Australia ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking ."
Sydney Central YHA - Hostel,Sydney,australia,4.0,"1,280","Luggage Storage,Restaurant,Air Conditioning",This 5 Star Hostel in Sydney is located in Sydney CBD . Full Address of property is 11 Rawson Place (View On Map). This Hostel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Luggage Storage & Restaurant & Air Conditioning .
Twin Towers Inn,Sydney,australia,4.0,"5,293","Free Wi-Fi,Free Parking,Restaurant",Location of the Hotel is Greenwich View On Map ( 260 Pacific Highway ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4 /5 for LOCATION & 3.5 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant .
Adina Apartment Hotel Sydney Central,Sydney,australia,4.0,"4,502","Childcare Services,Free Wi-Fi,Free Parking","This 4 Star Hotel in Sydney is located in Sydney CBD . Full Address of property is 2 Lee Street, Pincode- 2000, Sydney, Australia (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking ."
Adina Apartment Hotel Sydney Town Hall,Sydney,australia,4.0,"6,982","Kitchenette,Living Room,Free Wi-Fi","Location of the Apartment is Sydney CBD View On Map ( 511 Kent Street Sydney, Pincode- 2000, Australia ). It’s a 4 Star Apartment with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Apartment are Kitchenette & Living Room & Free Wi-Fi ."
Holiday Inn Potts Point Sydney,Sydney,australia,4.0,"6,466","Childcare Services,Free Wi-Fi,Free Parking",This 4 Star Hotel in Sydney is located in Darlinghurst . Full Address of property is 203 Victoria Street (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking .
Holiday Inn Sydney Airport,Sydney,australia,4.0,"7,391","Free Wi-Fi,Free Parking,Restaurant","Location of the Hotel is Mascot View On Map ( Corner Of O'Riordan Street,& Bourke Road, Pincode- 2020, Sydney, Australia ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant ."
Kathmandu Marriott Hotel,Kathmandu,nepal,5.0,"9,473","Kids Play Area,Bar,Restaurant",This 5 Star Hotel in Kathmandu is located in Hattisar . Full Address of property is Manakamana Marg (View On Map). This Hotel have 5 Out of 5 Rating where 5 /5 for LOCATION & 5 /5 for ROOM & 5 /5 for SERVICE . Key amenities of this property are Kids Play Area & Bar & Restaurant .
Hotel Shanker,Kathmandu,nepal,4.0,"3,902",",Doctor on Call,Bar","Location of the Hotel is Lazimpat View On Map ( Lazimpat, Kathmandu 44600, Nepal ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Sanitizers Installed & Doctor on Call & Bar ."
Kathmandu Guest House by KGH Group,Kathmandu,nepal,4.0,"2,516",",Doctor on Call,Free Airport Transfer","This 4 Star Hotel in Kathmandu is located in Thamel . Full Address of property is KGH Sqaure, Thamel, PO Box 21218, Thamel, 21218 Kathmandu, Nepal (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 3.5 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Doctor on Call & Free Airport Transfer ."
Hotel Yak & Yeti,Kathmandu,nepal,4.0,"9,061",",,Kids Play Area","Location of the Hotel is Narayanhiti View On Map ( P.O. Box 1016 Durbar Marg, Kathmandu, Nepal ). It’s a 5 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 3.5 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Thermal Screening & Sanitizers Installed & Kids Play Area ."
Crowne Plaza Hotel Kathmandu-Soaltee,Kathmandu,nepal,4.0,"9,113","Bar,Restaurant,Conference Room",This 5 Star Hotel in Kathmandu is located in Kalimati . Full Address of property is Tahachal (View On Map). This Hotel have 4 Out of 5 Rating where 4 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Bar & Restaurant & Conference Room .
Hotel Ambassador by ACE Hotels,Kathmandu,nepal,4.5,"5,236",",,Doctor on Call","Location of the Hotel is Lazimpat View On Map ( Lazimpat Road, Lazimpat, 44600 Kathmandu, Nepal ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Thermal Screening & Sanitizers Installed & Doctor on Call ."
Ai Boutique Hotel,Kathmandu,nepal,5.0,812,"Doctor on Call,Free Airport Transfer,Kids Play Area","This 3 Star Hotel in Kathmandu is located in Thamel . Full Address of property is Satghumpti, Kathmandu 44600, Nepal (View On Map). This Hotel have 5 Out of 5 Rating where 4.5 /5 for LOCATION & 5 /5 for ROOM & 5 /5 for SERVICE . Key amenities of this property are Doctor on Call & Free Airport Transfer & Kids Play Area ."
Hotel Osho Home Kathmandu,Kathmandu,nepal,5.0,"1,157","Doctor on Call,,Restaurant","Location of the Hotel is Thamel View On Map ( Jyatha, Chhusya Galli, Thamel, Kathmandu, Nepal ). It’s a 3 Star Hotel with overall Rating 5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 5 /5 for SERVICE . Top Facilities of this Hotel are Doctor on Call & Cafe & Restaurant ."
Greatwall International Hotel,Kathmandu,nepal,4.5,828,"Doctor on Call,Bar,","This 3 Star Hotel in Kathmandu is located in Thamel . Full Address of property is Chibahal Marg, Thamel, Kathmandu, Nepal 44600 (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Doctor on Call & Bar & Cafe ."
Hotel Lily,Kathmandu,nepal,4.5,611,"Bar,Restaurant,Conference Room","Location of the Hotel is Thamel View On Map ( Z-street,Thamel,Kathmandu, Thamel, 44600 Kathmandu, Nepal ). It’s a 3 Star Hotel with overall Rating 4.5 Out of 5 where 5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Bar & Restaurant & Conference Room ."
Hotel Vaishali Kathmandu,Kathmandu,nepal,4.0,"1,919","Bar,Restaurant,Conference Room","This 4 Star Hotel in Kathmandu is located in Thamel . Full Address of property is Thamel, Kathmandu, Nepal (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 3.5 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Bar & Restaurant & Conference Room ."
Hyatt Regency Kathmandu,Kathmandu,nepal,4.5,"9,865",",Doctor on Call,Kids Play Area","Location of the Hotel is Boudhha View On Map ( P.O. Box 9609, Taragaon, Boudha, Kathmandu, Nepal ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Sanitizers Installed & Doctor on Call & Kids Play Area ."
Meridian Suite Hotel,Kathmandu,nepal,4.0,"1,835",",Free Airport Transfer,Bar","This 3 Star Hotel in Kathmandu is located in Near Tribhuvan Airport . Full Address of property is Sinamangal, Airport, Kathmandu, Nepal. (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 3.5 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Free Airport Transfer & Bar ."
Kathmandu Grand Hotel,Kathmandu,nepal,4.5,"2,043",",Doctor on Call,Bar","Location of the Hotel is Thamel View On Map ( Chaksibari Marg, Thamel, Kathmandu, Thamel, 00977 Kathmandu, Nepal ). It’s a 3 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Sanitizers Installed & Doctor on Call & Bar ."
Airport Hotel,Kathmandu,nepal,3.5,"1,751","Bar,Restaurant,Conference Room","This 4 Star Hotel in Kathmandu is located in Near Tribhuvan Airport . Full Address of property is Airport, Sinamangal, Kathmandu, Nepal (View On Map). This Hotel have 3.5 Out of 5 Rating where 4 /5 for LOCATION & 3.5 /5 for ROOM & 3.5 /5 for SERVICE . Key amenities of this property are Bar & Restaurant & Conference Room ."
Fairfield by Marriott Kathmandu,Kathmandu,nepal,4.5,"4,039","Bar,,Restaurant","Location of the Hotel is Thamel View On Map ( Tridevi Marg, KMC-29 ). It’s a 3 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Bar & Cafe & Restaurant ."
Hotel Arts Kathmandu,Kathmandu,nepal,4.5,"3,283","Doctor on Call,,Kids Play Area","This 4 Star Hotel in Kathmandu is located in Thamel . Full Address of property is Hotel Arts Kathmandu, Chaksibari Marg, Thamel, Thamel, 44600 Kathmandu, Nepal (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Doctor on Call & Personal Butler Services & Kids Play Area ."
Hotel Silver Home,Kathmandu,nepal,4.5,139,"Safe,Luggage Storage,Free Wi-Fi","Location of the Hostel is Thamel View On Map ( Thamel, Chibahal, Thamel, 44600 Kathmandu, Nepal ). It’s a 1 Star Hostel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hostel are Safe & Luggage Storage & Free Wi-Fi ."
Yellow Pagoda Hotel,Kathmandu,nepal,3.5,"3,405","Kids Play Area,Bar,Restaurant","This 3 Star Hotel in Kathmandu is located in Jamal . Full Address of property is Kantipath, Jamal, 09777 Kathmandu, Nepal (View On Map). This Hotel have 3.5 Out of 5 Rating where 4 /5 for LOCATION & 3.5 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Kids Play Area & Bar & Restaurant ."
Hotel Crowne Imperial,Kathmandu,nepal,4.5,"2,995","Free Airport Transfer,Bar,Restaurant","Location of the Hotel is Kalimati View On Map ( Ravi Bhavan, 44600 Kathmandu, Nepal ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 5 /5 for SERVICE . Top Facilities of this Hotel are Free Airport Transfer & Bar & Restaurant ."
Paradise Island Resort & Spa Maldives,Maldives,maldives,4.5,"5,484",",Doctor on Call,Kids Play Area","This 5 Star Resort in Maldives is located in Lankanfinolhu . Full Address of property is Lankanfinolhu, North Male Atoll, PO Box 2073, Maldives (View On Map). This Resort have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Doctor on Call & Kids Play Area ."
Adaaran Prestige Vadoo Hotel,Maldives,maldives,4.5,"27,799",",,Bar","Location of the Hotel is Vaadhoo View On Map ( Vaadhoo, South Male Atoll, Maldives ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Property Disinfection & Sanitizers Installed & Bar ."
Grand Park Kodhipparu,Maldives,maldives,4.5,"31,324",",Doctor on Call,Kids Play Area","This 5 Star Resort in Maldives is located in Kuda Vattaru . Full Address of property is 08470 North Male Atoll, Maldives (View On Map). This Resort have 4.5 Out of 5 Rating where 5 /5 for LOCATION & 5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Doctor on Call & Kids Play Area ."
Arena Beach Hotel,Maldives,maldives,4.5,"5,284",",,Kids Play Area","Location of the Hotel is Maafushi View On Map ( Ziyaaraiy Magu, Maafushi, 08090, Maldives ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Property Disinfection & Sanitizers Installed & Kids Play Area ."
Kandima Maldives,Maldives,maldives,4.5,"14,796",",Doctor on Call,Kids Play Area",This 5 Star Hotel in Maldives is located in Kandimas . Full Address of property is Dhaalu Atoll Kandima Island (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Doctor on Call & Kids Play Area .
RIU Palace Maldives - All Inclusive,Maldives,maldives,4.5,"16,083","Doctor on Call,Kids Play Area,Bar","Location of the Hotel is Gadifuri View On Map ( Gadifuri-Maafushi Island, Maldives, 20219 Dhaalu Atoll, Maldives ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 5 /5 for LOCATION & 5 /5 for ROOM & 5 /5 for SERVICE . Top Facilities of this Hotel are Doctor on Call & Kids Play Area & Bar ."
Riu Atoll-All Inclusive,Maldives,maldives,4.5,"12,668",",,Doctor on Call","This 4 Star Hotel in Maldives is located in Kudahuvadhoo . Full Address of property is Kudahuvadhoo, Maldives, 20219 Dhaalu Atoll, Maldives (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Thermal Screening & Sanitizers Installed & Doctor on Call ."
Adaaran Club Rannalhi,Maldives,maldives,4.5,"14,892",",Kids Play Area,Bar","Location of the Hotel is South male Atoll (kaafu) View On Map ( South Male Atoll (Kaafu), Maldives Islands, , Maldives ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Sanitizers Installed & Kids Play Area & Bar ."
The Sand Gate Inn,Maldives,maldives,4.5,"4,757","Outdoor Sports,Free Parking,","This 4 Star Hotel in Maldives is located in Hulhumalé . Full Address of property is Lot 10820, Unigas Magu, 23000 Hulhumale, Maldives (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Outdoor Sports & Free Parking & Airport Transfers ."
Sun Island Resort & Spa Maldives,Maldives,maldives,4.5,"6,184",",Kids Play Area,Bar","Location of the Hotel is Nalaguraidhoo View On Map ( P.O. Box 2073, Nalaguraidhoo, South Ari Atoll, Maldives ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Sanitizers Installed & Kids Play Area & Bar ."
Somerset Inn,Maldives,maldives,4.5,"2,712",",,Childcare Services","This 3 Star Hotel in Maldives is located in Male . Full Address of property is M.Aazamaan Villa, Kulhidhoshu Magu, 20288 Male City, Maldives (View On Map). This Hotel have 4.5 Out of 5 Rating where 4 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Property Disinfection & Sanitizers Installed & Childcare Services ."
Meeru Island Resort & Spa,Maldives,maldives,4.5,"9,817",",,Doctor on Call","Location of the Resort is Meeru Island View On Map ( North Male' Atoll, Maldives Islands, 20187, Maldives ). It’s a 4 Star Resort with overall Rating 4.5 Out of 5 where 5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Resort are Property Disinfection & Sanitizers Installed & Doctor on Call ."
Velana Beach Maldives,Maldives,maldives,4.5,"4,961",",Outdoor Sports,Free Wi-Fi","This 4 Star Hotel in Maldives is located in Maafushi . Full Address of property is Miskiyy Magu, Maafushi, 08090 Maafushi, Maldives (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Outdoor Sports & Free Wi-Fi ."
Gili Lankanfushi,Maldives,maldives,5.0,"67,435","Bar,Childcare Services,Indoor Games",Top Facilities of this Resort are Bar & Childcare Services & Indoor Games .
"Mookai Hotel, Male",Maldives,maldives,3.0,"6,220","Free Airport Transfer,Bar,","This 3 Star Guest House in Maldives is located in Male . Full Address of property is Meheli Goalhi, 20012 Male City, Maldives (View On Map). This Guest House have 3 Out of 5 Rating where 4 /5 for LOCATION & 3 /5 for ROOM & 3.5 /5 for SERVICE . Key amenities of this property are Free Airport Transfer & Bar & Cafe ."
Beachwood Hotel and Spa at Maafushi,Maldives,maldives,4.5,"4,836",",Kids Play Area,Bar","Location of the Guest House is Maafushi View On Map ( Haveeree higun, 20319 Maafushi, Maldives ). It’s a 4 Star Guest House with overall Rating 4.5 Out of 5 where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Guest House are Sanitizers Installed & Kids Play Area & Bar ."
Velana Blu Maldives,Maldives,maldives,4.0,"8,546",",,Air Conditioning","This 4 Star Guest House in Maldives is located in Maafushi . Full Address of property is Miskiyy Magu, Maafushi, 08090 Maafushi, Maldives (View On Map). This Guest House have 4 Out of 5 Rating where 3.5 /5 for LOCATION & 4.5 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Sanitizers Installed & Cafe & Air Conditioning ."
Embudu Village,Maldives,maldives,4.5,"5,974",",Kids Play Area,Bar","Location of the Resort is Emboodhu Finolhu View On Map ( Embudu Village South Male' Atoll,Republic of Maldives ). It’s a 3 Star Resort with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Resort are Sanitizers Installed & Kids Play Area & Bar ."
